a	223685
A	10906
e	16322
E	632
i	68269
I	4164
o	8287
O	69
u	37450
U	432
p	36396
t	53505
c	12992
k	49088
q	12032
P	2345
T	4965
C	8
K	3093
Q	3566
b	901
d	8302
z	2414
g	1796
G	1847
s	40787
S	777
h	16488
x	29404
m	25716
n	48241
N	14295
r	33929
l	7823
Y	4585
j	23369
w	27149
stops	193250
plain_stops	164013
aspirates	13977
ejectives	15260
consonants	465813
vowels	370216
total	2058558
